study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	study_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB6456	SAMEA2580095	ERS473213	ERX491113	ERR525878	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1303537439;1270264575	27b2dbd2b79ceae3d7c3a17d3418231a;945ca6f673cc02e685a8da7b463b66ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525878/ERR525878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525878/ERR525878_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525878/ERR525878_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525878/ERR525878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525878/ERR525878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525878/ERR525878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525878/377_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525878/377_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525878	377_B	Stool sample from spanish
PRJEB6456	SAMEA2580096	ERS473214	ERX491114	ERR525879	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2091690590;2027665852	a305275f64e1a5b869ed4e00f2f1c2de;098d234e06bbc5d4a6ede8e950029a18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525879/ERR525879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525879/ERR525879_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525879/ERR525879_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525879/ERR525879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525879/ERR525879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525879/ERR525879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525879/377_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525879/377_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525879	377_M	Stool sample from spanish
PRJEB6456	SAMEA2580097	ERS473215	ERX491115	ERR525880	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1720016357;1649560804	f65068e0cd3bc9099faead21db6d189f;e6e21828b12baacf91a1f70e088703b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525880/ERR525880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525880/ERR525880_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525880/ERR525880_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525880/ERR525880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525880/ERR525880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525880/ERR525880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525880/38_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525880/38_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525880	38_12M	Stool sample from spanish
PRJEB6456	SAMEA2580098	ERS473216	ERX491116	ERR525881	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1729672745;1680320974	e214a673328a14c2038a11b714ad01d9;9644dacc7ef6c91aa94f3e0f7731f94e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525881/ERR525881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525881/ERR525881_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525881/ERR525881_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525881/ERR525881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525881/ERR525881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525881/ERR525881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525881/383_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525881/383_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525881	383_12M	Stool sample from spanish
PRJEB6456	SAMEA2580099	ERS473217	ERX491117	ERR525882	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1711196350;1660328602	c2524172be2acc2ffc81663adb3f72a6;bde648b58d79b35a6188e46fe78695b5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525882/ERR525882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525882/ERR525882_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525882/ERR525882_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525882/ERR525882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525882/ERR525882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525882/ERR525882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525882/383_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525882/383_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525882	383_4M	Stool sample from spanish
PRJEB6456	SAMEA2580100	ERS473218	ERX491118	ERR525883	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1589132533;1553363530	1072de1ccdf9760ee8c24ae7dd424860;a01da08aed433e6d43d700b875b1d6d1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525883/ERR525883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525883/ERR525883_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525883/ERR525883_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525883/ERR525883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525883/ERR525883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525883/ERR525883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525883/383_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525883/383_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525883	383_B	Stool sample from spanish
PRJEB6456	SAMEA2580101	ERS473219	ERX491119	ERR525884	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1614416119;1562303480	e24f765cd85e82161c22f9aa97d5525f;5763e8ed435c782205d3f08098996910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525884/ERR525884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525884/ERR525884_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525884/ERR525884_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525884/ERR525884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525884/ERR525884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525884/ERR525884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525884/383_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525884/383_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525884	383_M	Stool sample from spanish
PRJEB6456	SAMEA2580102	ERS473220	ERX491120	ERR525885	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1584942446;1533316435	2918d3f0ad3aa0248efab73b957ad404;3f370a1ee4057f7d1083ee6c6775840b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525885/ERR525885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525885/ERR525885_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525885/ERR525885_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525885/ERR525885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525885/ERR525885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525885/ERR525885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525885/38_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525885/38_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525885	38_4M	Stool sample from spanish
PRJEB6456	SAMEA2580103	ERS473221	ERX491121	ERR525886	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1742777833;1679404725	3f249c825b31d5bfa2de9e9718a43a5f;697be6ec0cdc882c039890ce8c90210d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525886/ERR525886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525886/ERR525886_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525886/ERR525886_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525886/ERR525886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525886/ERR525886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525886/ERR525886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525886/385_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525886/385_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525886	385_12M	Stool sample from spanish
PRJEB6456	SAMEA2580104	ERS473222	ERX491122	ERR525887	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1341568751;1333867124	f89b239087a52032319091b1238f98e8;897d28493903023b2a2288f747de7499	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525887/ERR525887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525887/ERR525887_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525887/ERR525887_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525887/ERR525887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525887/ERR525887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525887/ERR525887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525887/385_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525887/385_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525887	385_4M	Stool sample from spanish
PRJEB6456	SAMEA2580105	ERS473223	ERX491123	ERR525888	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1796266542;1710289812	26cba297b6897bb244d4c7a425461810;5c5ce0e940c10192cb8fec1caa60ea1f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525888/ERR525888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525888/ERR525888_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525888/ERR525888_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525888/ERR525888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525888/ERR525888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525888/ERR525888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525888/385_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525888/385_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525888	385_B	Stool sample from spanish
PRJEB6456	SAMEA2580106	ERS473224	ERX491124	ERR525889	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1796635881;1751525886	f4b8e17053ecc92580996db642c193f0;e80edf307c64d2822e459141659b776a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525889/ERR525889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525889/ERR525889_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525889/ERR525889_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525889/ERR525889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525889/ERR525889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525889/ERR525889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525889/385_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525889/385_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525889	385_M	Stool sample from spanish
PRJEB6456	SAMEA2580107	ERS473225	ERX491125	ERR525890	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1956565105;1885374252	2fc366ef11d43d1c618c05f188536354;46f1310cb82b00f31a48089211f1bc93	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525890/ERR525890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525890/ERR525890_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525890/ERR525890_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525890/ERR525890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525890/ERR525890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525890/ERR525890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525890/387_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525890/387_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525890	387_12M	Stool sample from spanish
PRJEB6456	SAMEA2580108	ERS473226	ERX491126	ERR525891	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1651701816;1627893381	7bf84b004a5592f40365ee301c65a555;d18cc853f73ee416c5447ea7ed49e2b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525891/ERR525891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525891/ERR525891_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525891/ERR525891_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525891/ERR525891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525891/ERR525891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525891/ERR525891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525891/387_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525891/387_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525891	387_4M	Stool sample from spanish
PRJEB6456	SAMEA2580109	ERS473227	ERX491127	ERR525892	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2009395879;1937686489	e3da8e972bb92794ada1f1f79197c67e;d8d33bb677c8e30bde3f224f933c15e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525892/ERR525892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525892/ERR525892_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525892/ERR525892_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525892/ERR525892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525892/ERR525892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525892/ERR525892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525892/387_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525892/387_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525892	387_B	Stool sample from spanish
PRJEB6456	SAMEA2580110	ERS473228	ERX491128	ERR525893	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1629088975;1573861802	e7bd25c5b5f057a8508c72bb3af1a1af;e3ecf0e3c41c1feb9e12f14b32eafed3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525893/ERR525893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525893/ERR525893_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525893/ERR525893_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525893/ERR525893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525893/ERR525893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525893/ERR525893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525893/387_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525893/387_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525893	387_M	Stool sample from spanish
PRJEB6456	SAMEA2580111	ERS473229	ERX491129	ERR525894	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1840398835;1747099672	b8c17a9bbde08114f40ebdb450eee05e;329fb0c74bbb82aff49fff88c5d71087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525894/ERR525894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525894/ERR525894_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525894/ERR525894_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525894/ERR525894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525894/ERR525894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525894/ERR525894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525894/38_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525894/38_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525894	38_B	Stool sample from spanish
PRJEB6456	SAMEA2580112	ERS473230	ERX491130	ERR525895	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1883858924;1892931065	a55ff50925156b4660c4f2530ddc4c31;684daf611fcea3fb356f9a0a34fc5a3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525895/ERR525895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525895/ERR525895_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525895/ERR525895_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525895/ERR525895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525895/ERR525895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525895/ERR525895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525895/38_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525895/38_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525895	38_M	Stool sample from spanish
PRJEB6456	SAMEA2580113	ERS473231	ERX491131	ERR525896	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2109307736;2030942974	556f931d2127fed8aa334e46c2f6c2bf;34cd86797cdf0681b36fe8b2a0863aea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525896/ERR525896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525896/ERR525896_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525896/ERR525896_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525896/ERR525896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525896/ERR525896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525896/ERR525896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525896/39_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525896/39_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525896	39_12M	Stool sample from spanish
PRJEB6456	SAMEA2580114	ERS473232	ERX491132	ERR525897	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1723891675;1751531288	1c4023254c43dae28748a75c27ca81f8;3ea898bd3ab7860d00b3b31d7a39f6f4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525897/ERR525897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525897/ERR525897_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525897/ERR525897_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525897/ERR525897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525897/ERR525897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525897/ERR525897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525897/39_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525897/39_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525897	39_4M	Stool sample from spanish
PRJEB6456	SAMEA2580115	ERS473233	ERX491133	ERR525898	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2125250422;2060173990	3f8bdc02efb34af444aa93f05773ebf6;56dffb0a7dd7c021c9761742542180eb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525898/ERR525898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525898/ERR525898_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525898/ERR525898_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525898/ERR525898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525898/ERR525898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525898/ERR525898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525898/397_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525898/397_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525898	397_12M	Stool sample from spanish
PRJEB6456	SAMEA2580116	ERS473234	ERX491134	ERR525899	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1870375961;1850064988	68dba6cd67defd3a1c62a351bd018740;64996218713212ebad321ede75eb7d6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525899/ERR525899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525899/ERR525899_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525899/ERR525899_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525899/ERR525899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525899/ERR525899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525899/ERR525899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525899/397_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525899/397_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525899	397_4M	Stool sample from spanish
