,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
181310_s2,0.0008268,0.001297,0.0071417,0.0471675,0.0005495,0.0108692,0.0029763,0,0.0025876,0,0,0.0035021,0.0151555,0,0,0,0,0,0.0313686,0,0.0054521,0.140257,0,0,0,0,0,0,0,0,0,0.0025519,0,0.0037276,0,0.0115895,0,0.0038632,0.0029778,0,0.077712,0.0058974,0,0.0240038,0,0.0019321,0,0.0008754,0.0033283,0,0,0,0,0,0,0,0.0153501,0,0,0,0.019586,0,0,0,0,0.0267278,0.0286493,0.0013854,0,0.0543528,0.0098133,0,0,0,0.0001605,0,0,0,0,0,0.0032121,0,0,0.0090965,0.1668076,0,0.0055563,0,0,0,0.0019219,0.0006067,0,0.0023579,0,0,0.0006611,0,0,0,0,0,0,0,2,1,181310
181310_s3,0.0059,6.21e-05,0.0122534,0.0121499,0.0004214,0.0516576,0.0021289,0,0.0041123,0.0009723,0,0.005424,0.0111554,0.0017099,0,0,0,0,0.0211453,0,0.019778,0.0724971,0.0001842,0,0,0,0.0005959,0.0082845,0.0062365,0,0,0.0001494,0,0.0031793,0,0.0117274,0.0001147,0.0044225,0.0170268,0,0.0298737,0.0033155,0,0.0249492,0,0.0056843,0,0,0.012828,0,0.0001221,0,0,0,0,0,0.0003702,0.0036767,0,0,0.0228716,0,0,0,0,0.0119648,0.0129209,0.0037215,0,0.0604481,0.0180706,0,8.17e-05,7.95e-05,0.0012991,0.0108619,0,0,0.0002412,0,0.0049556,0.000434,0,0.057495,0.1357457,0,0.0114977,0.0003383,0,0,0.0007282,0.0004207,0.0003046,0.0018168,0,0.0019553,0.0005933,0,3.27e-05,0,0,0,0,0,3,2,181310
181510_s4,0.0149266,0.0006287,0.0273461,0.0223735,0.0010909,0.0751485,0.0053163,0,0.005475,0.0027229,0,0.0018227,0.024748,0.0016557,0,0,0,0,0.0279237,0,0.0307514,0.0354586,4.42e-05,0,0,0,0.0004277,0.0232986,0.0073294,0,0,6.42e-05,0,0.0018682,0,0.0093961,0.0005276,0.0015636,0.0099853,0,0.0081154,0.0026615,0,0.0796169,0,0.0055104,0,0.0001722,0.0085048,0,0.0002616,0,0,0,0,0,0.0004295,0.000183,0,0,0.0077444,0,0,0,3.19e-05,0.0099241,0.0067734,0.0062003,0,0.0108013,0.0168814,0,1.18e-05,1.48e-05,0.0010788,0.0031509,0,0.0002641,8.55e-05,0,0.001405,0.0003244,0,0.0158321,0.0761033,0.0001677,0.004083,0.0002065,3.1e-05,0.0001307,0.0011669,0.0001882,0.0001068,0.0020051,0,0.0003019,0.0001647,0,0,0,0,0,0,0,4,2,181510
181683_s1,0.0099552,0,0.0104671,0.0137276,0,0,0,0.0096505,0,0.0051837,0.0101308,0.0013677,0.0234846,0.0267338,0.0082535,0.0001263,0.0037162,0,0.0130476,0,0,0,0.0461688,0.0007446,0,0,0,0.0864242,0.0020339,0,0.0001751,0.0001235,0,0,0,0,0,0,0.0583142,0,0.1723202,0,0.0130947,0.0467439,0,0,0,0,0,0.0013801,0,0,0,0.0022336,0,0,0,0.009241,0.0025819,0,0.0015735,0.0001819,0.0031316,0.0095899,0.0036051,0,0.0237224,0.0096623,0,0.0182956,0.1503087,0.0033777,0.0002306,0,0,0,0,0,0,0.0036694,0,0.0054502,0.0352488,0.0413272,0.0210362,0.0104605,0,0.0030312,0,0,0,0.0026115,0.0006173,0,0,0,0.0003105,0.0011629,0.0009537,0.0008647,7.31e-05,0.0183147,0,0.0044967,1,1,181683
181683_s2,0.0022652,0,0.0073597,0.0114039,0,0,0.0009812,0.0091575,0,0.0014145,0.004262,0.0019786,0.0049943,0.0106478,0.000851,0.0004187,0.004128,0,0.0115948,0,0.0010891,0,0.0506725,0.0015233,0,0.0004833,0.0027291,0.0308888,0.021735,0,1.42e-05,0.0004123,0,0.0019805,0,0,0,0.0027464,0.1544079,0,0.2735008,0,0.0061295,0.0323066,0,0.0002483,0,0.0001372,0,0,0.0005919,0.0025046,0,0.0046413,0,0,0,0.0002744,0.0038139,0,0.021278,0.0006746,0.0013338,0.0306263,0.0135143,0,0.0280258,0.0064175,0,0.0395893,0.0226023,0.0052985,0.0011256,3.66e-05,5.35e-05,0,5.66e-05,0,6.81e-05,0.0057944,0.0007064,0.0035024,0.015725,0.0271579,0.0090252,0.0117939,5.73e-05,0.0033633,0.0036983,0.0002501,0,0.0032637,0.0012267,0,0,0,0.0080663,0.0015089,0.0016313,0.0002687,0.000597,0.0109994,0,0.0138472,2,1,181683
181843_s1,0.0003318,0.0033365,6.51e-05,0.0054177,0.0065534,0.0512627,0,0.0003254,0.0044302,0.0002872,0,0.0001037,0,0.0044109,0,0,0,0,0.0107329,0.0057829,0.0108801,0,0,0,0,0,0,0.0263547,0.0213687,0,0,0.0178209,0,0,0.0003763,0,0,0,0.2582164,0.0987918,0.0541777,0.1122158,0,0,0,0.0082703,0,0.0005916,0.0237869,0,0.0001007,0.0032687,0,0,0,0.0202129,0.0036325,0,0,1.98e-05,0.0102012,0,0,0,0,0,0.003824,0.004074,0,0.0199754,0.0048997,0,0,2.68e-05,0.0001493,0.0001305,6.34e-05,0,0,0,0.0015208,0.0022888,0,0.0070976,0.0111344,0.0255634,3.34e-05,0.0011542,0,0,0.0368417,0,0.0040373,0,0,0,0.0001425,0,0,0,0,0,0,0,1,1,181843
181843_s3,0.0023884,0.0003108,0.0218804,0.0026253,0.0039951,0.0678834,0,0,0.0032689,0,0,0.000234,0.0009892,0.0115529,0,0,0.0014388,8.63e-05,0,0.0020893,0.0158506,0,0.0452854,0,0,0.0097354,0,0.0158674,0.007915,0.0005125,0,0.0169011,0.0071422,0,0.0008825,0,0,0,0.18818,0.1254851,0.1024882,0.0554952,0,0,0,0.0059254,0,0.0010485,0.0193468,0.0001021,0.0010357,0.0046019,0,0,0,0.0144018,0.0009604,0.000176,0,1.74e-05,0.020139,0,0,0,0,0,0.007974,0.0031523,0,0.0355967,0.0022374,0,0.0004018,0,9.78e-05,0.0031092,4.78e-05,0,7.15e-05,0,0.0006937,0.0018932,0,0.0034691,0.0711131,0.0083036,0,0.0010602,0,0,0.0009768,0.001058,0.0041944,0.0002985,0.0048035,0,0.0001881,0,0,0,0,0,0,0,3,2,181843
181843_s4,0,0,0.0029969,0.0030708,0,0.0283924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032024,0,0.0293322,0,0,0.0062134,0,0,0.0051209,0,0,0.0364486,0.0099077,0,0,0,0,0,0.2099677,0.347778,0.1072389,0.0791589,0,0,0,0.0008599,0,0,0.0109918,0,0,0.0003621,0,0,0,0.0286992,0,0,0,0,0.0145122,0,0,0,0,0,0.0014168,0,0,0.0124752,0,0,0,0,0,0.0005277,0,0,0,0,0,0,0,0,0.0468887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,181843
181975_s1,0.0007815,0,0.0185576,0.0163223,0,0,0.0074217,0.0009057,0.0022315,0.0003969,0.0046856,0,0.0055643,0,0.0021044,0,0,0,0,0,0,0,0.0179194,0.021175,0.0477257,0,0,0.0159631,0.0005419,0.0021962,0,0.0577463,0.0761225,0,0,0,0,0,0,0,0.1354724,0,0.0040928,0,0,0.0038334,0,0,0,6.44e-05,0.0003043,0,0,0,0,0,0,0.0035929,0,0,0,0,0,0,0,0,0,0.0065232,0,0,0.083254,0,0.0004245,0,4.92e-05,0,0,0,0,0,0,0,0.0003277,0.0790672,0.3688585,0.0080159,0,0,0,0,0,0,0,0,0,0,0,0.0048386,0,0,0.0013477,0,0,0,1,1,181975
181975_s2,0.0004645,0,0.0121503,0.0143534,0,0,0.0074448,0.0104798,0.0021015,0.0007112,0.0015444,0,0.0035968,0,0.0020984,0,0,0,0,0,0,0,0.0295709,0.0463204,0.0453679,0,0,0.0101659,0.00103,0.0018574,0,0.0617124,0.0494381,0,0,0,0,0,0,0,0.0324622,0,0.0056427,0,0,0.0029016,0,0.0002354,0,0.0005879,0.0002339,0,0,0,0.0001489,0,0,0,0,0,0,0,0,0,0,0,0,0.0053482,0,0,0.0876951,0,0.0008211,0,0,0.0002492,0,9.07e-05,0,0,0.0012786,2.21e-05,0.0033024,0.0663534,0.4712102,0.0069095,0,2.72e-05,0,0,0,0,4.56e-05,0,0,0,0,0.0052549,0.0012184,0,0.0063761,0,0,0,2,1,181975
182936_s1,0.0025256,0,0.0085494,0.0034488,0,0,0.0131848,0.0037187,0,0.0009261,0,0.0002297,0.0032162,0,0,0,0.0004257,0,0.0214237,0,0.0373667,0.1705933,0.0309336,0.0001607,0.0023909,0,0.002867,0.0036297,0.0363825,0,0,0.0217524,0.0146372,0,0,0.0005918,0,0.0302358,0.0002539,0,0.0903811,0,0.003884,0,0,0,0,0,0.0016381,0,0,0,0,0,0,0,0.0013629,0,0.0052716,0,0.0340751,0,0,0.0804741,0.0248416,0,0.0134312,0.0031787,0,0.0685669,0.1088777,0.0178493,0,0,0,0,0,0.0020497,0,0,0,0.0015649,0.0197564,0.055831,0.0304767,0.0101773,0,0.0021588,0,0,0,0,0.0061992,0,0,0,0,0.0028788,0,0,0.0002894,0,0,0,1,1,182936
182936_s2,0.0045893,0,0.0066504,0.0030203,0,0.0002755,0.0132437,0.0037102,0.0003553,0.0010547,0.0002759,0.0005857,0.0081354,0,0.0002292,0.0004493,0.0013803,0,0.0200341,0,0.0560486,0.1685334,0.0343604,0.0002738,0.012247,0,0.0022773,0.0035398,0.0329472,9.23e-05,0,0.0233406,0.0116308,0,0,0.0011211,0,0.0152374,0.0004822,0,0.1249595,0,0.0106462,0,0,0,0,0,0.0032319,0,0,0,0.0022096,5.74e-05,0,0,0.0038083,0,0.0055993,0.0002365,0.0230753,0,4.03e-05,0.0388285,0.0109389,0,0.0135753,0.0033414,0,0.0239845,0.0988685,0.0071596,0,0,0,0,0,0.0010834,0,0.0005152,3.53e-05,0.0008932,0.1421974,0.0123231,0.0244632,0.0054314,0,0.001079,0.0004602,0,6.5e-05,0.0002347,0.0042648,0,0,0,0,0.0029583,0,0,0.0016591,0,0.0002759,0,2,1,182936
183460_s1,0.0021634,0.0001238,0.0093954,0.0019081,0,0.005476,0.0010227,0.0036056,1.91e-05,0.001913,0.0176954,0.0043034,0.0129363,0.0013312,0.0004148,0,0.0014416,0,0.0093241,0,0.0078979,0,0.0404074,0.003495,0.0164627,0.003269,0.00472,0.0222598,0.0032701,9.95e-05,0.0012311,0,0.0200829,8.73e-05,0,0.0027285,0,0.0037561,0.0753424,0.0765449,0.1730851,0.0378189,0.0039151,0.0021971,0.0183348,0.0015939,0.0142922,0,0.0087829,1.09e-05,0.001164,0.0001278,0,0.000459,4.02e-05,0,0.0023118,5.6e-05,0.005868,0,0.0341676,0.0005375,0,0,0.0173008,0,0.0180065,0.0028195,0.0015915,0.0178187,0.0365858,0.0002057,0.0014566,7e-05,0.0002322,0.0005085,0.0001139,0,0.0002903,0,0.000746,0.0025855,0.0256973,0.00643,0.0275188,0.0228359,4.14e-05,0.0036693,4.76e-05,0.0002064,0,2.11e-05,0.0002917,0.0003306,0,0.0002984,0.004984,0,0,0,0.0064164,0.0011135,0,0.0124335,1,1,183460
183460_s2,0.0061403,0.0001978,0.0193933,0.0085273,0,0.0085174,0.003385,0.0019043,2.57e-05,0.002019,0.0335017,0.0033817,0.0194518,0.0030259,0.0022836,0,0.0028849,3.17e-05,0.0164399,0,0.0061228,0,0.0308113,0.0024528,0.0278491,0.0027014,0.0037312,0.0462927,0.0022998,0.0010931,0.0019571,0,0.0132286,4.82e-05,0,0.0048661,4.22e-05,0.0029545,0.0619117,0.0485463,0.1022359,0.0353915,0.007078,0.0030736,0.0202345,0.0010809,0.0128128,0,0.0080277,7.19e-05,0.0009026,0,0,0.0001454,0,0,0.0008106,0,0.0048601,0,0.0223891,0.0005302,0,0,0.0137222,0,0.010988,0.008205,0.0009024,0.0083144,0.0729849,0.0002405,0.0024265,6.33e-05,0.0002625,0.0006668,0.0001776,0,0.0001984,0,0.0004146,0.0033698,0.0101139,0.0148057,0.0847628,0.0236129,0.0001254,0.0045107,0,0.0001019,0.000265,0,0.0001092,0.0003066,0,0.0006075,0.0028599,0,0,0,0.0054029,0.0010004,1.68e-05,0.0088704,2,1,183460
183460_s3,0.003569,0,0.0100568,0.0021992,0,0.0004021,0.0061834,0.0128124,0,0.0031228,0.0224026,0.0018638,0.0217419,0.003048,0.0013219,0,0.0025015,0,0.0565905,0,0.0038733,0,0.027935,0.0007787,0.0083664,0.0009442,0.0016976,0.0270109,0.0068766,0.0003263,0.0016663,0,0.011742,0.0006744,0,0.0022142,0,0.0126738,0.0757602,0.0569683,0.1277257,0.0472626,0.0074449,0.0055631,0.0127541,0.0004581,0.0160324,0,0.0067671,0.00049,0.0037269,6.2e-06,0,0.000182,0,0,0.0076852,0.0082179,0.0047495,0,0.0277995,0.0001031,0,0,0.019615,0,0.0154841,0.0067889,0.0015973,0.0159721,0.0541402,0.0010737,0.002123,0,8.9e-05,0.0003897,0.0002183,0,0.0002541,0,0.000215,0.0043712,0.0470783,0.0072783,0.041356,0.0119755,0,0.0070463,0,4.9e-05,0.0048242,5.84e-05,0.0002905,0.0001973,0,0.0006738,0.0010887,0,0,0,0.0033123,0.002974,9e-04,0.0035257,3,2,183460
183460_s4,0.0010696,0,0.0056744,0.0008401,0,0.0001513,0.0003881,0.0117462,0,0.0020415,0.0068425,0.0020687,0.0048472,0.0016908,0.0002656,0,0.0005044,0,0.0211849,0,0.0177318,0,0.0291023,0.0008193,0.0106837,0.0040839,0.0020098,0.0122082,0.0041064,1.8e-05,0.0035992,0,0.0073558,0.0002492,0,0.0006785,0,0.0053629,0.0453362,0.0242196,0.0448094,0.0248529,0.0013881,0.0056751,0.0016067,0.0001179,0.008094,0,0.0048997,0.0001084,0.000672,0,0,8.56e-05,0,0,0.004362,0.0006713,0.003843,0,0.0149016,6.93e-05,0,0,0.0126166,0,0.006865,0.0020562,0.0006131,0.0103518,0.0213978,0,0.0002932,0,3.05e-05,2.97e-05,7.54e-05,0,6.37e-05,0,1.29e-05,0.0020886,0.0076835,0.0093561,0.071304,0.0063981,0,0.003364,0,0,0.0037116,0,0.0001347,0.0001325,0,0,0.0016417,0,0,0,0.0030259,0.0018078,0,0.0054093,4,2,183460
184252_s1,0.0027772,0,0.0021092,0,0,0.0085872,0.0006167,0.0011002,0,0.0020126,0.0014594,0.0003563,0.0010984,0.0007763,0.0004644,0,2.53e-05,0,0.0483144,0,0.0008285,0,0.0099998,0.0004289,0.0371499,0.0009708,8.3e-06,0.0023919,0.0030307,0.0004348,0.0009378,0.0181236,0.0072042,0.000528,0,0.0023535,0.0042176,0.0005898,0.0425634,0,0.1269495,0.0484518,0.0016245,0.0204092,0.0782553,2.81e-05,0.0237764,0,0.0024871,0.0010602,0,0,0,7.41e-05,0.0016803,0,0,0,0,0.0004688,0.0117954,0.0001444,0,0.0041707,0,0.0141827,0.0050455,0.0006701,0.0016337,0.0150988,0.0883717,0,0,1.07e-05,3.57e-05,0.0006427,0,0,0,0,0.0004125,7.48e-05,0.0042181,0.0155517,0.1016248,0.0080338,1.5e-05,6.59e-05,0.0002256,0.0001451,0.0043023,0.00087,0.0006528,0,0.1097081,0,0.0013561,0,0,0,2.39e-05,0.0231087,0,8.65e-05,1,1,184252
184252_s3,0.0110213,0,0.0172392,0.0006043,0,0.0183243,0.0043862,0.0012674,0.0037895,0.0031464,0.0050483,0.000238,0.0052381,0.0030659,0.00209,0,0.0005675,0,0.0449951,0,0.0011999,0,0.0168276,0.0001845,0.0577904,0.0051129,0.0007833,0.0091268,0.0027188,0.0033669,0.0016628,0.0182198,0.0640345,0.0008494,0.0028049,0.001769,0.0054884,0.0018544,0.0557322,0,0.0226269,0.0914374,0.0023909,0.026663,0.0118302,0.0003768,0.0037617,0.0013042,0.0005696,0.0235593,0,0,0,0.0003473,0.0125261,0,0.0005209,0.001278,0,0.012165,0.0151011,3.86e-05,0,0.0014075,0.0073213,0.0068807,0.0201225,5.24e-05,0.0054402,0.0124558,0.0590144,0,0,3e-05,0.0003035,0.0006617,0,0.0014383,3.29e-05,9.87e-05,0.011604,0.0007615,0.0003964,0.0200382,0.0525188,0.0241892,7.35e-05,0.0009232,0,0.0007169,0.0103898,0.0005668,0.0001766,0,0.020507,0,0.0008537,0,0.0003687,0,0.0015265,0.0020656,0,0,3,2,184252
184252_s4,0.0004121,0,0.0005811,0,0,0.0166488,0.0008229,0.0005728,0,0.0016281,0.00084,0.000822,0,0.0020295,0.0001586,0,0.0004137,0,0.0250307,0,0.0003502,0,0.033202,0.0011653,0.0113149,0.0038728,0.0013148,0.0003057,0.0049516,0.0003598,8.37e-05,0.0286732,0.0303198,0.0007543,1.95e-05,0.0011113,0.0025313,0.0009854,0.0717241,0,0.0620839,0.0690766,0.0060926,0.034106,0.2156508,0.0002605,0.0032608,0.0003553,0.0003681,0.002105,0,0,0,0.0002671,0.0204169,0,0.0003884,0.0001242,0,0.005323,0.0268305,0.0001035,0,0.0010261,0.0049053,0.0052647,0.0279383,0.0005857,0.0034638,0.0369884,0.0379297,0.0005984,0,0,9.27e-05,0.0016157,0,0.0007037,0,0.0009692,0.0016961,0,0.0142118,0.0138961,0.0115517,0.0064612,0,0,0.0054396,0.0005479,0.0023158,0.0012748,0.0007992,0,0.0156794,0,0.0014315,0,0,0,0.0004625,0.0073314,0,4.94e-05,4,2,184252
184456_s3,0.003087,0.0015441,0.008601,0.0028256,0,0.0061716,0.0034511,0.0007651,0,2.17e-05,0.0040489,0.0057328,0.0068358,0.0140597,0.0025646,0,0.0014563,4.84e-05,0.0189798,0,0.0027303,0,0.0657909,0.0178167,0.0491685,0,0.0005718,0.0010699,0,0,0,0.0039488,0.0088312,0,0,0,0,0,0.0668086,0,0.0019159,0.0042503,0.0014455,0.0014811,3.39e-05,0,0.0045281,0,0.0004243,0.0013301,0,1.31e-05,0,0.0063894,0.0019498,0.0119461,0,0,0.0084223,0,0.0172714,0,0,0,0.0045621,0,0.0056908,0.0009826,0.0006656,0.0410123,0.0333725,0.0005125,0,0.0001928,0.000384,0.0005351,0,0,0,0.0011995,0.000824,0.0002359,0.0784479,0.0176186,0.0682775,0.006785,9.22e-05,0.0001645,0.0206035,0,0,0.0001417,0.0005864,0,0,0,2.84e-05,0,0.0004635,0.0002915,0,0.0560695,0,0,3,2,184456
184456_s4,0.0039149,0.002352,0.0042827,0.0009907,0,0.0007381,0.0044699,2.56e-05,0,2.14e-05,0.0072906,0.0084281,0.0094286,0.0225042,0.0038606,0,0.0006243,2.95e-05,0.008515,0,0.0004344,0,0.0820976,0.0253746,0.0674589,0,0,0.001252,0,0,0,0.0041662,0.0208133,0,0,0,0,0,0.0653035,0,0.0026987,0.0043145,0.0011807,0.002394,0,0,0.0045075,0,0.0002231,0.0008954,0,8.44e-05,0,0.0099267,0.0036954,0.0100849,0,0.0003647,0.0121402,0,0.0211599,0,0,0,0.0033809,0,0.0083032,0.0002677,0.0006765,0.0412394,0.0363686,0.001333,0,0.0003869,0.0007622,0.001107,0,0,0,0.0014458,0.0020964,0.0002316,0.0177543,0.0161684,0.0301184,0.0097447,0.0001341,0.0002064,0.0377975,7.2e-06,0,9.36e-05,0.0003288,0,0,0,4.6e-05,0,0.0010795,6.72e-05,0,0.0774449,0,0,4,2,184456
185521_s1,0.0037597,0.0158126,0,0.0010334,5.63e-05,0,0.0107664,0.0151069,0.0003691,0.0008489,0.0240428,0.0018689,0.001527,0.0021097,0.0020809,0,0,8.05e-05,0.0282715,0,0,0.1252895,0.0587132,0.0209521,0,0.0072728,0.0045131,0.0125682,0.0154109,0,0,0,0.0551952,0,0,0.0042381,0,0.0204311,0,0,0.0839856,0,0,0,0.0249824,0.0064501,0,0.0002828,0,0.0002528,0.0004716,0,0,0,0.0005508,0,0.0105022,0.006235,0.0133866,0.0001669,0.0038411,0.0004276,3.27e-05,0.0089878,0.0412393,0,0,0.000552,0,0.025219,0.1288305,0,0.0012867,0,0.000173,0.0008222,6.87e-05,0.0940479,0,0.003704,0.0015137,0.0034107,9.94e-05,0.0222334,0.0120627,0.0147625,5.95e-05,0.001278,0.0083646,0,0,0.0006835,0,0.0003789,0,0,0.003042,0.0161994,0,0,0.0026969,0,0.0020397,0.0046905,1,1,185521
185521_s2,0.0017992,0.0128028,0,0.0009231,0,0,0.0125292,0.0164645,0.000862,0.0010819,0.0410246,0.0027346,0.000587,0.0032703,0.0027403,0,0,6.1e-05,0.0385544,0,0,0.1046738,0.080299,0.0292197,0,0.0089628,0.0035004,0.0074492,0.0265207,0,0,0,0.0409454,0,0,0.0169592,0,0.0157615,0,0,0.056736,0,0,0,0.0472592,0.0035534,0,0.00027,0,3.07e-05,0.0004971,0,0,0,0.0004946,0,0.0098602,0.0099021,0.0125219,0.0006824,0.0044486,0.0004182,0.0002345,0.0089379,0.0196911,0,0,0.00042,0,0.0199156,0.0737574,0,0.0008168,4.65e-05,9.1e-05,0.0005219,1.55e-05,0.0922666,0,0.0016669,0.0021399,0.0035505,0.0002107,0.0301354,0.0397342,0.0132668,0,0.0011079,0.0135372,0,0,0.0001989,0.0005098,0,0,0,0.0019053,0.0160077,0,0,0.0058195,0,0.0037036,0.0033664,2,1,185521
185521_s3,0.0062144,0.0055482,0,0.0061111,0,0,0.0041488,0.0103966,0,0.0012998,0,0.0006045,0.0018244,9.15e-05,0.0020781,0,0,2.89e-05,0.0220149,0,0,0.0497692,0.0134318,0.0020257,0,0.0082915,0.0008784,0.0139331,0.0654845,0,0,0.0041658,0.004346,0,0,0.0100072,0,0.0038244,0,0,0.0722422,0,0,0,0,0.0096887,0,0.0001755,0,0,0.0007563,0,0,0,0.0020912,0,0.0141942,0.0311699,0.0028279,1.27e-05,0.0013208,0.0004765,0.0008811,0.0010189,0.0193026,0,0,0.0013531,0,0.0088946,0.2182663,0,0.0007161,0,0,0.0016187,0,0,0,0.0010334,0.0039312,0.0020426,0.0978801,0.00888,0.1962489,0.006501,0,0.0006022,0.000399,0,0,0.0002372,0.0013537,0.0001489,0,0.0005877,0.0025729,0.0128385,0,0,0.0022379,0,0.0005299,0.0027998,3,2,185521
185521_s4,0.0065957,0.0067239,0,0.0058528,0,0,0.0044383,0.0047876,0,0.0007631,0,0.0026445,0.0030957,0.0002156,0.0012012,0,0,1.29e-05,0.018675,0,0,0.0961832,0.0339892,0.0042364,0,0.0063419,0.0018214,0.0142858,0.0327479,0,0,0.0184919,0.0130159,0,0,0.011356,0,0.0245243,0,0,0.1338022,0,0,0,0,0.0037419,0,0.0001276,0,0,0.0006272,0,0,0,0.0001276,0,0.0306077,0.0204025,0.0100354,0,0.0036959,0.0009557,0.0004549,0.0055534,0.0812795,0,0,0.0006322,0,0.0271715,0.0614686,0,0.0016634,0,0,0.0020146,7.56e-05,0.0003299,0,0.0073903,0.0009836,0.0044881,0.0363538,0.0044817,0.1695984,0.0038378,0,0.0017652,0.0048625,0,0,0.0003387,0.0004675,0.0002378,0,8.37e-05,0.0058471,0.0174955,0,0,0.0002661,0,0.0004917,0.0067501,4,2,185521
186281_s1,0.0070093,0.0011884,0,0.0073659,0,0.0105725,0.0033547,0.0028608,0.0017283,6.18e-05,0.0068367,0,0.0151864,0.0087887,0.0052625,0,4.83e-05,0,0.0056242,0.0099401,0,0.1020419,0.06237,0.00057,0.0780076,0,0.0041516,0.0100356,0.0068437,0,0,0.0064312,0.0130672,0,0,0,0,0.0027241,0,0,0.1913752,0,0,0,0.0056441,0.0018078,0,8.5e-06,0,0,0.000389,0,0,0.0034901,0,0,0,0.0023879,0,0,0.0232212,5.6e-05,0,0.0327966,0.0264458,0,0,0.0015853,0,0.0383461,0.0310128,0,0.0003177,4.81e-05,0.0009378,0.0005731,0,0,3.16e-05,0.0109087,0.0012454,0.0016512,0.0029194,0.0319968,0.0918208,0.0185708,0.000624,0.0006241,0.0491822,0.0001958,0.0089475,0.000417,0.0019599,0.0001759,0,0,0.011826,0,0,0,0,0,0.0192198,0.0004978,1,1,186281
186281_s2,0.0027751,0.0003166,0,0.0014798,0,0.0101683,0.0016116,0.001012,0.0009609,2.58e-05,0.0034171,0,0.0040455,0.0041505,0.0019754,0,0.0009936,4.2e-06,0.0056061,0.0094855,0,0.0921321,0.0724464,0.0015252,0.0561464,0,0.0038046,0.0039758,0.0069658,0,0,0.0083133,0.0173166,0,0,0,0,0.0049229,0,0,0.2403979,0,0,0,0.0024618,0.0008071,0,1.29e-05,0,0,2.86e-05,0,0,0.004888,0,0,0,0.0001959,0,0,0.0370552,4e-05,0,0.0712835,0.0435089,0,0,0.0010558,0,0.0525191,0.0157031,0,9.21e-05,0,0.000352,0.0009732,0,0,0.0003021,0.0049927,0.0011081,0.0010378,0.0071328,0.0335528,0.0950981,0.0082084,0.0002328,0.0003469,0.0253196,0.0002335,0.0051681,0.000626,0.0024403,0.000139,0,5.2e-06,0.0050258,0,0,0,0,0,0.0147293,0.0002781,2,1,186281
