Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_source,source_name,SRA Study,diet,Time,quality_book_char (run)
SRR097171,OTHER,32,37959744,PRJNA136593,SAMN00199571,16024682,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040006,GSM664377,Illumina Genome Analyzer II,GSM664377: D3_4_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664377,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09056,Sample was taken after mouse was on the diet for 4 days.,
SRR097172,OTHER,32,21420256,PRJNA136593,SAMN00199572,9908104,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040007,GSM664378,Illumina Genome Analyzer II,GSM664378: E3_14_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664378,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 14 days.,
SRR097173,OTHER,32,24552960,PRJNA136593,SAMN00199573,17251298,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040008,GSM664379,Illumina Genome Analyzer II,GSM664379: D2_4_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664379,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 4 days.,
SRR097174,OTHER,32,116628672,PRJNA136593,SAMN00199574,55218050,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040009,GSM664380,Illumina Genome Analyzer II,GSM664380: E3_7_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664380,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 7 days.,
SRR097175,OTHER,32,19629536,PRJNA136593,SAMN00199575,13590934,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040010,GSM664381,Illumina Genome Analyzer II,GSM664381: E1_7_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664381,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 7 days.,
SRR097176,OTHER,32,72509184,PRJNA136593,SAMN00199576,33511788,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040011,GSM664382,Illumina Genome Analyzer II,GSM664382: E3_1_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664382,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 1 days.,
SRR097177,OTHER,32,28625984,PRJNA136593,SAMN00199577,13088588,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040012,GSM664383,Illumina Genome Analyzer II,GSM664383: E2_7_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664383,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 7 days.,
SRR097178,OTHER,32,9155872,PRJNA136593,SAMN00199578,4174919,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040013,GSM664384,Illumina Genome Analyzer II,GSM664384: D4_7_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664384,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 7 days.,
SRR097179,OTHER,32,64079520,PRJNA136593,SAMN00199579,26988642,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040014,GSM664385,Illumina Genome Analyzer II,GSM664385: E1_1_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664385,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 1 days.,
SRR097180,OTHER,32,30481568,PRJNA136593,SAMN00199580,13525802,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040015,GSM664386,Illumina Genome Analyzer II,GSM664386: E2_2_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664386,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 2 days.,
SRR097181,OTHER,32,10234848,PRJNA136593,SAMN00199581,4274453,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040016,GSM664387,Illumina Genome Analyzer II,GSM664387: D3_1_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664387,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 1 days.,
SRR097182,OTHER,32,30636992,PRJNA136593,SAMN00199582,20748537,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040017,GSM664388,Illumina Genome Analyzer II,GSM664388: E1_2_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664388,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 2 days.,
SRR097183,OTHER,32,32760704,PRJNA136593,SAMN00199583,22992701,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040018,GSM664389,Illumina Genome Analyzer II,GSM664389: E1_4_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664389,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 4 days.,
SRR097184,OTHER,32,8681440,PRJNA136593,SAMN00199584,3716052,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040019,GSM664390,Illumina Genome Analyzer II,GSM664390: D3_7_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664390,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09056,Sample was taken after mouse was on the diet for 7 days.,
SRR097185,OTHER,32,69340288,PRJNA136593,SAMN00199585,28536033,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040020,GSM664391,Illumina Genome Analyzer II,GSM664391: D4_2_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664391,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09056,Sample was taken after mouse was on the diet for 2 days.,
SRR097186,OTHER,32,33834528,PRJNA136593,SAMN00199586,22108467,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040021,GSM664392,Illumina Genome Analyzer II,GSM664392: D3_14_m12 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664392,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 14 days.,
SRR097187,OTHER,32,49320128,PRJNA136593,SAMN00199587,20266814,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040022,GSM664393,Illumina Genome Analyzer II,GSM664393: D4_7_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664393,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 7 days.,
SRR097188,OTHER,32,56079680,PRJNA136593,SAMN00199588,27067959,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040023,GSM664394,Illumina Genome Analyzer II,GSM664394: E3_7_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664394,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 7 days.,
SRR097189,OTHER,32,37338336,PRJNA136593,SAMN00199589,24701438,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040024,GSM664395,Illumina Genome Analyzer II,GSM664395: D2_2_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664395,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 2 days.,
SRR097190,OTHER,32,68372320,PRJNA136593,SAMN00199590,28795612,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040025,GSM664396,Illumina Genome Analyzer II,GSM664396: E2_4_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664396,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 4 days.,
SRR097191,OTHER,32,29896352,PRJNA136593,SAMN00199591,11799046,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040026,GSM664397,Illumina Genome Analyzer II,GSM664397: E2_14_m7 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664397,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09625,Sample was taken after mouse was on the diet for 14 days.,
SRR097192,OTHER,32,48022208,PRJNA136593,SAMN00199592,19180257,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040027,GSM664398,Illumina Genome Analyzer II,GSM664398: D4_2_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664398,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09055,Sample was taken after mouse was on the diet for 2 days.,
SRR097193,OTHER,32,27016064,PRJNA136593,SAMN00199593,18127337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040028,GSM664399,Illumina Genome Analyzer II,GSM664399: D3_14_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664399,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 14 days.,
SRR097194,OTHER,32,11157888,PRJNA136593,SAMN00199594,7846446,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040029,GSM664400,Illumina Genome Analyzer II,GSM664400: D2_14_m11 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664400,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09051,Sample was taken after mouse was on the diet for 14 days.,
SRR097195,OTHER,32,52037120,PRJNA136593,SAMN00199595,23017188,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040030,GSM664401,Illumina Genome Analyzer II,GSM664401: E3_2_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664401,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09625,Sample was taken after mouse was on the diet for 2 days.,
SRR097196,OTHER,32,17473792,PRJNA136593,SAMN00199596,7775369,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040031,GSM664402,Illumina Genome Analyzer II,GSM664402: D4_1_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664402,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09055,Sample was taken after mouse was on the diet for 1 days.,
SRR097197,OTHER,32,23201152,PRJNA136593,SAMN00199597,15998055,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040032,GSM664403,Illumina Genome Analyzer II,GSM664403: E1_7_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664403,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 7 days.,
SRR097198,OTHER,32,45612736,PRJNA136593,SAMN00199598,18304522,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040033,GSM664404,Illumina Genome Analyzer II,GSM664404: E1_1_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664404,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 1 days.,
SRR097199,OTHER,32,18536736,PRJNA136593,SAMN00199599,13744279,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040034,GSM664405,Illumina Genome Analyzer II,GSM664405: D2_4_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664405,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 4 days.,
SRR097200,OTHER,32,39489120,PRJNA136593,SAMN00199600,16167494,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040035,GSM664406,Illumina Genome Analyzer II,GSM664406: D3_4_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664406,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 4 days.,
SRR097201,OTHER,32,28566400,PRJNA136593,SAMN00199601,20727067,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040036,GSM664407,Illumina Genome Analyzer II,GSM664407: D2_7_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664407,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 7 days.,
SRR097202,OTHER,32,43457696,PRJNA136593,SAMN00199602,18714616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040037,GSM664408,Illumina Genome Analyzer II,GSM664408: E2_2_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664408,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 2 days.,
SRR097203,OTHER,32,14260800,PRJNA136593,SAMN00199603,6672580,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040038,GSM664409,Illumina Genome Analyzer II,GSM664409: E2_7_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664409,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 7 days.,
SRR097204,OTHER,32,35896928,PRJNA136593,SAMN00199604,22593928,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040039,GSM664410,Illumina Genome Analyzer II,GSM664410: D2_2_m12 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664410,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09057,Sample was taken after mouse was on the diet for 2 days.,
SRR097205,OTHER,32,20905088,PRJNA136593,SAMN00199605,8065621,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040040,GSM664411,Illumina Genome Analyzer II,GSM664411: D3_2_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664411,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09055,Sample was taken after mouse was on the diet for 2 days.,
SRR097206,OTHER,32,29203104,PRJNA136593,SAMN00199606,20458303,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040041,GSM664412,Illumina Genome Analyzer II,GSM664412: D2_4_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664412,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09059,Sample was taken after mouse was on the diet for 4 days.,
SRR097207,OTHER,32,29697856,PRJNA136593,SAMN00199607,21192230,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040042,GSM664413,Illumina Genome Analyzer II,GSM664413: E1_7_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664413,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 7 days.,
SRR097208,OTHER,32,17579296,PRJNA136593,SAMN00199608,12631121,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040043,GSM664414,Illumina Genome Analyzer II,GSM664414: D2_2_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664414,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 2 days.,
SRR097209,OTHER,32,66042016,PRJNA136593,SAMN00199609,28213406,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040044,GSM664415,Illumina Genome Analyzer II,GSM664415: E2_1_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664415,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 1 days.,
SRR097210,OTHER,32,48895616,PRJNA136593,SAMN00199610,23286730,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040045,GSM664416,Illumina Genome Analyzer II,GSM664416: E3_2_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664416,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09624,Sample was taken after mouse was on the diet for 2 days.,
SRR097211,OTHER,32,21670560,PRJNA136593,SAMN00199611,14556326,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040046,GSM664417,Illumina Genome Analyzer II,GSM664417: E1_14_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664417,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09625,Sample was taken after mouse was on the diet for 14 days.,
SRR097212,OTHER,32,24830336,PRJNA136593,SAMN00199612,10671604,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040047,GSM664418,Illumina Genome Analyzer II,GSM664418: D4_1_m7 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664418,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09051,Sample was taken after mouse was on the diet for 1 days.,
SRR097213,OTHER,32,9078432,PRJNA136593,SAMN00199613,7524742,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040048,GSM664419,Illumina Genome Analyzer II,GSM664419: D2_1_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664419,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 1 days.,
SRR097214,OTHER,32,11836640,PRJNA136593,SAMN00199614,8502543,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040049,GSM664420,Illumina Genome Analyzer II,GSM664420: D2_14_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664420,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 14 days.,
SRR097215,OTHER,32,11494016,PRJNA136593,SAMN00199615,8222396,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040050,GSM664421,Illumina Genome Analyzer II,GSM664421: D2_14_m9 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664421,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 14 days.,
SRR097216,OTHER,32,29829088,PRJNA136593,SAMN00199616,21162707,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040051,GSM664422,Illumina Genome Analyzer II,GSM664422: E1_4_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664422,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 4 days.,
SRR097217,OTHER,32,36045664,PRJNA136593,SAMN00199617,14442994,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040052,GSM664423,Illumina Genome Analyzer II,GSM664423: D4_4_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664423,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 4 days.,
SRR097218,OTHER,32,25610784,PRJNA136593,SAMN00199618,18088123,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040053,GSM664424,Illumina Genome Analyzer II,GSM664424: D2_7_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664424,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09050,Sample was taken after mouse was on the diet for 7 days.,
SRR097219,OTHER,32,14115680,PRJNA136593,SAMN00199619,11197309,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX040054,GSM664425,Illumina Genome Analyzer II,GSM664425: D2_2_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664425,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 2 days.,
